TRACT,YEAR,UNIT TYPE,UNITS,OCCUPIED,UNOCCUPIED,VACANCY RATE
134.20,2035,Mobile Home,0,0,0,
134.20,2035,Multifamily,502,479,23,0.0458167330677291
134.20,2035,Single Family - Detached,638,612,26,0.0407523510971787
134.20,2040,Mobile Home,0,0,0,
134.20,2040,Multifamily,502,477,25,0.049800796812749
134.20,2040,Single Family - Detached,638,612,26,0.0407523510971787
134.20,2045,Mobile Home,0,0,0,
134.20,2045,Multifamily,502,477,25,0.049800796812749
134.20,2045,Single Family - Detached,638,612,26,0.0407523510971787
134.20,2050,Mobile Home,0,0,0,
134.20,2050,Multifamily,502,477,25,0.049800796812749
134.20,2050,Single Family - Detached,638,612,26,0.0407523510971787
134.21,2012,Mobile Home,0,0,0,
134.21,2012,Multifamily,439,431,8,0.0182232346241458
134.21,2012,Single Family - Detached,1028,976,52,0.0505836575875486
134.21,2020,Mobile Home,0,0,0,
134.21,2020,Multifamily,439,432,7,0.0159453302961276
134.21,2020,Single Family - Detached,1028,973,55,0.0535019455252918
134.21,2025,Mobile Home,0,0,0,
134.21,2025,Multifamily,439,433,6,0.0136674259681093
134.21,2025,Single Family - Detached,1028,973,55,0.0535019455252918
134.21,2030,Mobile Home,0,0,0,
134.21,2030,Multifamily,439,433,6,0.0136674259681093
134.21,2030,Single Family - Detached,1028,970,58,0.056420233463035
134.21,2035,Mobile Home,0,0,0,
134.21,2035,Multifamily,439,434,5,0.0113895216400911
134.21,2035,Single Family - Detached,1028,970,58,0.056420233463035
134.21,2040,Mobile Home,0,0,0,
134.21,2040,Multifamily,439,433,6,0.0136674259681093
134.21,2040,Single Family - Detached,1028,970,58,0.056420233463035
134.21,2045,Mobile Home,0,0,0,
134.21,2045,Multifamily,439,433,6,0.0136674259681093
134.21,2045,Single Family - Detached,1028,967,61,0.0593385214007782
134.21,2050,Mobile Home,0,0,0,
134.21,2050,Multifamily,439,433,6,0.0136674259681093
134.21,2050,Single Family - Detached,1028,967,61,0.0593385214007782
135.03,2012,Mobile Home,0,0,0,
135.03,2012,Multifamily,804,794,10,0.0124378109452736
135.03,2012,Single Family - Detached,1288,1244,44,0.0341614906832298
135.03,2020,Mobile Home,0,0,0,
135.03,2020,Multifamily,804,693,111,0.138059701492537
135.03,2020,Single Family - Detached,1516,1426,90,0.0593667546174142
135.03,2025,Mobile Home,0,0,0,
135.03,2025,Multifamily,811,719,92,0.1134401972873
135.03,2025,Single Family - Detached,1705,1650,55,0.032258064516129
135.03,2030,Mobile Home,0,0,0,
135.03,2030,Multifamily,820,730,90,0.109756097560976
135.03,2030,Single Family - Detached,1701,1636,65,0.0382128159905938
135.03,2035,Mobile Home,0,0,0,
135.03,2035,Multifamily,820,730,90,0.109756097560976
135.03,2035,Single Family - Detached,1696,1635,61,0.0359669811320755
135.03,2040,Mobile Home,0,0,0,
135.03,2040,Multifamily,829,710,119,0.143546441495778
135.03,2040,Single Family - Detached,1696,1444,252,0.148584905660377
135.03,2045,Mobile Home,0,0,0,
135.03,2045,Multifamily,829,708,121,0.145958986731001
135.03,2045,Single Family - Detached,1697,1410,287,0.169121979964643
135.03,2050,Mobile Home,0,0,0,
135.03,2050,Multifamily,829,706,123,0.148371531966224
135.03,2050,Single Family - Detached,1697,1391,306,0.180318208603418
135.04,2012,Mobile Home,0,0,0,
135.04,2012,Multifamily,200,200,0,0
135.04,2012,Single Family - Detached,1022,968,54,0.0528375733855186
135.04,2020,Mobile Home,0,0,0,
135.04,2020,Multifamily,200,140,60,0.3
135.04,2020,Single Family - Detached,1072,1029,43,0.0401119402985075
135.04,2025,Mobile Home,0,0,0,
135.04,2025,Multifamily,200,132,68,0.34
135.04,2025,Single Family - Detached,1193,1168,25,0.0209555741827326
135.04,2030,Mobile Home,0,0,0,
135.04,2030,Multifamily,200,131,69,0.345
135.04,2030,Single Family - Detached,1220,1191,29,0.0237704918032787
135.04,2035,Mobile Home,0,0,0,
135.04,2035,Multifamily,200,131,69,0.345
135.04,2035,Single Family - Detached,1220,1191,29,0.0237704918032787
135.04,2040,Mobile Home,0,0,0,
135.04,2040,Multifamily,202,125,77,0.381188118811881
135.04,2040,Single Family - Detached,1288,1157,131,0.101708074534161
135.04,2045,Mobile Home,0,0,0,
135.04,2045,Multifamily,202,125,77,0.381188118811881
135.04,2045,Single Family - Detached,1288,1135,153,0.118788819875776
135.04,2050,Mobile Home,0,0,0,
135.04,2050,Multifamily,202,125,77,0.381188118811881
135.04,2050,Single Family - Detached,1288,1126,162,0.125776397515528
135.05,2012,Mobile Home,130,122,8,0.0615384615384615
135.05,2012,Multifamily,552,792,-240,-0.434782608695652
135.05,2012,Single Family - Detached,1238,923,315,0.254442649434572
135.05,2020,Mobile Home,130,123,7,0.0538461538461538
135.05,2020,Multifamily,552,703,-151,-0.273550724637681
135.05,2020,Single Family - Detached,1495,1125,370,0.247491638795987
135.05,2025,Mobile Home,130,122,8,0.0615384615384615
135.05,2025,Multifamily,552,693,-141,-0.255434782608696
135.05,2025,Single Family - Detached,1502,1142,360,0.239680426098535
135.05,2030,Mobile Home,130,121,9,0.0692307692307692
135.05,2030,Multifamily,552,692,-140,-0.253623188405797
135.05,2030,Single Family - Detached,1502,1139,363,0.24167776298269
135.05,2035,Mobile Home,130,122,8,0.0615384615384615
135.05,2035,Multifamily,552,692,-140,-0.253623188405797
135.05,2035,Single Family - Detached,1502,1139,363,0.24167776298269
135.05,2040,Mobile Home,130,123,7,0.0538461538461538
135.05,2040,Multifamily,582,755,-173,-0.297250859106529
135.05,2040,Single Family - Detached,1600,1497,103,0.064375
135.05,2045,Mobile Home,130,122,8,0.0615384615384615
135.05,2045,Multifamily,582,755,-173,-0.297250859106529
135.05,2045,Single Family - Detached,1600,1484,116,0.0725
135.05,2050,Mobile Home,130,118,12,0.0923076923076923
135.05,2050,Multifamily,582,755,-173,-0.297250859106529
135.05,2050,Single Family - Detached,1600,1481,119,0.074375
135.06,2012,Mobile Home,471,444,27,0.0573248407643312
135.06,2012,Multifamily,0,0,0,
135.06,2012,Single Family - Detached,602,575,27,0.0448504983388704
135.06,2020,Mobile Home,471,445,26,0.0552016985138004
135.06,2020,Multifamily,0,0,0,
135.06,2020,Single Family - Detached,608,573,35,0.0575657894736842
135.06,2025,Mobile Home,471,445,26,0.0552016985138004
135.06,2025,Multifamily,0,0,0,
135.06,2025,Single Family - Detached,989,924,65,0.0657229524772497
135.06,2030,Mobile Home,471,443,28,0.059447983014862
135.06,2030,Multifamily,0,0,0,
135.06,2030,Single Family - Detached,1022,957,65,0.063600782778865
135.06,2035,Mobile Home,471,443,28,0.059447983014862
135.06,2035,Multifamily,0,0,0,
135.06,2035,Single Family - Detached,1022,957,65,0.063600782778865
135.06,2040,Mobile Home,471,443,28,0.059447983014862
135.06,2040,Multifamily,0,0,0,
135.06,2040,Single Family - Detached,1221,1124,97,0.0794430794430794
135.06,2045,Mobile Home,471,441,30,0.0636942675159236
135.06,2045,Multifamily,0,0,0,
135.06,2045,Single Family - Detached,1496,1386,110,0.0735294117647059
135.06,2050,Mobile Home,471,434,37,0.0785562632696391
135.06,2050,Multifamily,0,0,0,
135.06,2050,Single Family - Detached,1498,1398,100,0.0667556742323097
136.01,2012,Mobile Home,0,0,0,
136.01,2012,Multifamily,503,452,51,0.101391650099404
136.01,2012,Single Family - Detached,1478,1435,43,0.0290933694181326
136.01,2020,Mobile Home,0,0,0,
136.01,2020,Multifamily,511,477,34,0.0665362035225049
136.01,2020,Single Family - Detached,1462,1417,45,0.0307797537619699
136.01,2025,Mobile Home,0,0,0,
136.01,2025,Multifamily,512,483,29,0.056640625
136.01,2025,Single Family - Detached,1462,1418,44,0.0300957592339261
136.01,2030,Mobile Home,0,0,0,
136.01,2030,Multifamily,520,490,30,0.0576923076923077
136.01,2030,Single Family - Detached,1458,1414,44,0.0301783264746228
136.01,2035,Mobile Home,0,0,0,
136.01,2035,Multifamily,520,491,29,0.0557692307692308
136.01,2035,Single Family - Detached,1458,1414,44,0.0301783264746228
136.01,2040,Mobile Home,0,0,0,
136.01,2040,Multifamily,551,519,32,0.058076225045372
136.01,2040,Single Family - Detached,1448,1401,47,0.0324585635359116
136.01,2045,Mobile Home,0,0,0,
136.01,2045,Multifamily,560,525,35,0.0625
136.01,2045,Single Family - Detached,1445,1396,49,0.0339100346020761
136.01,2050,Mobile Home,0,0,0,
136.01,2050,Multifamily,564,528,36,0.0638297872340425
136.01,2050,Single Family - Detached,1445,1395,50,0.0346020761245675
136.04,2012,Mobile Home,0,0,0,
136.04,2012,Multifamily,678,640,38,0.056047197640118
136.04,2012,Single Family - Detached,1516,1503,13,0.00857519788918206
136.04,2020,Mobile Home,0,0,0,
136.04,2020,Multifamily,678,642,36,0.0530973451327434
136.04,2020,Single Family - Detached,1516,1502,14,0.00923482849604222
136.04,2025,Mobile Home,0,0,0,
136.04,2025,Multifamily,678,645,33,0.0486725663716814
136.04,2025,Single Family - Detached,1532,1516,16,0.010443864229765
136.04,2030,Mobile Home,0,0,0,
136.04,2030,Multifamily,678,645,33,0.0486725663716814
136.04,2030,Single Family - Detached,1533,1516,17,0.0110893672537508
136.04,2035,Mobile Home,0,0,0,
136.04,2035,Multifamily,678,647,31,0.0457227138643068
136.04,2035,Single Family - Detached,1533,1517,16,0.0104370515329419
136.04,2040,Mobile Home,0,0,0,
136.04,2040,Multifamily,678,645,33,0.0486725663716814
136.04,2040,Single Family - Detached,1562,1545,17,0.0108834827144686
136.04,2045,Mobile Home,0,0,0,
136.04,2045,Multifamily,678,644,34,0.0501474926253687
136.04,2045,Single Family - Detached,1571,1553,18,0.011457670273711
136.04,2050,Mobile Home,0,0,0,
136.04,2050,Multifamily,678,644,34,0.0501474926253687
136.04,2050,Single Family - Detached,1574,1557,17,0.0108005082592122
136.05,2012,Mobile Home,0,0,0,
136.05,2012,Multifamily,359,337,22,0.0612813370473538
136.05,2012,Single Family - Detached,1768,1749,19,0.0107466063348416
136.05,2020,Mobile Home,0,0,0,
136.05,2020,Multifamily,359,338,21,0.0584958217270195
136.05,2020,Single Family - Detached,1768,1749,19,0.0107466063348416
136.05,2025,Mobile Home,0,0,0,
136.05,2025,Multifamily,359,341,18,0.0501392757660167
136.05,2025,Single Family - Detached,1974,1962,12,0.0060790273556231
136.05,2030,Mobile Home,0,0,0,
136.05,2030,Multifamily,359,341,18,0.0501392757660167
136.05,2030,Single Family - Detached,1975,1956,19,0.00962025316455696
136.05,2035,Mobile Home,0,0,0,
136.05,2035,Multifamily,359,343,16,0.0445682451253482
136.05,2035,Single Family - Detached,1975,1955,20,0.010126582278481
136.05,2040,Mobile Home,0,0,0,
136.05,2040,Multifamily,359,342,17,0.0473537604456825
136.05,2040,Single Family - Detached,1975,1949,26,0.0131645569620253
136.05,2045,Mobile Home,0,0,0,
136.05,2045,Multifamily,359,339,20,0.0557103064066852
136.05,2045,Single Family - Detached,1975,1943,32,0.0162025316455696
136.05,2050,Mobile Home,0,0,0,
136.05,2050,Multifamily,359,338,21,0.0584958217270195
136.05,2050,Single Family - Detached,1975,1942,33,0.0167088607594937
136.06,2012,Mobile Home,0,0,0,
136.06,2012,Multifamily,1873,1804,69,0.0368392952482648
136.06,2012,Single Family - Detached,958,908,50,0.0521920668058455
136.06,2020,Mobile Home,0,0,0,
136.06,2020,Multifamily,1737,1671,66,0.0379965457685665
136.06,2020,Single Family - Detached,958,908,50,0.0521920668058455
136.06,2025,Mobile Home,0,0,0,
136.06,2025,Multifamily,1690,1636,54,0.0319526627218935
136.06,2025,Single Family - Detached,959,923,36,0.0375391032325339
136.06,2030,Mobile Home,0,0,0,
136.06,2030,Multifamily,1642,1589,53,0.0322777101096224
136.06,2030,Single Family - Detached,959,922,37,0.0385818561001043
136.06,2035,Mobile Home,0,0,0,
136.06,2035,Multifamily,1591,1542,49,0.0307982401005657
136.06,2035,Single Family - Detached,959,922,37,0.0385818561001043
136.06,2040,Mobile Home,0,0,0,
136.06,2040,Multifamily,1591,1539,52,0.032683846637335
136.06,2040,Single Family - Detached,959,922,37,0.0385818561001043
136.06,2045,Mobile Home,0,0,0,
136.06,2045,Multifamily,1599,1545,54,0.0337711069418387
136.06,2045,Single Family - Detached,959,922,37,0.0385818561001043
136.06,2050,Mobile Home,0,0,0,
136.06,2050,Multifamily,1599,1545,54,0.0337711069418387
136.06,2050,Single Family - Detached,959,922,37,0.0385818561001043
137.01,2012,Mobile Home,0,0,0,
137.01,2012,Multifamily,109,108,1,0.00917431192660551
137.01,2012,Single Family - Detached,802,793,9,0.0112219451371571
137.01,2020,Mobile Home,0,0,0,
137.01,2020,Multifamily,104,100,4,0.0384615384615385
137.01,2020,Single Family - Detached,797,785,12,0.0150564617314931
137.01,2025,Mobile Home,0,0,0,
137.01,2025,Multifamily,104,101,3,0.0288461538461538
137.01,2025,Single Family - Detached,823,818,5,0.00607533414337789
137.01,2030,Mobile Home,0,0,0,
137.01,2030,Multifamily,104,101,3,0.0288461538461538
137.01,2030,Single Family - Detached,825,820,5,0.00606060606060606
137.01,2035,Mobile Home,0,0,0,
137.01,2035,Multifamily,104,101,3,0.0288461538461538
137.01,2035,Single Family - Detached,829,827,2,0.00241254523522316
137.01,2040,Mobile Home,0,0,0,
137.01,2040,Multifamily,105,103,2,0.019047619047619
137.01,2040,Single Family - Detached,850,847,3,0.00352941176470588
137.01,2045,Mobile Home,0,0,0,
137.01,2045,Multifamily,105,103,2,0.019047619047619
137.01,2045,Single Family - Detached,850,846,4,0.00470588235294118
137.01,2050,Mobile Home,0,0,0,
137.01,2050,Multifamily,105,103,2,0.019047619047619
137.01,2050,Single Family - Detached,851,847,4,0.00470035252643948
137.02,2012,Mobile Home,130,130,0,0
137.02,2012,Multifamily,544,541,3,0.00551470588235294
137.02,2012,Single Family - Detached,1036,981,55,0.0530888030888031
137.02,2020,Mobile Home,130,130,0,0
137.02,2020,Multifamily,536,517,19,0.0354477611940298
137.02,2020,Single Family - Detached,1103,1039,64,0.0580235720761559
137.02,2025,Mobile Home,130,130,0,0
137.02,2025,Multifamily,536,517,19,0.0354477611940298
137.02,2025,Single Family - Detached,1154,1123,31,0.0268630849220104
137.02,2030,Mobile Home,130,129,1,0.00769230769230769
137.02,2030,Multifamily,536,517,19,0.0354477611940298
137.02,2030,Single Family - Detached,1154,1117,37,0.0320623916811092
137.02,2035,Mobile Home,130,129,1,0.00769230769230769
137.02,2035,Multifamily,537,518,19,0.0353817504655493
137.02,2035,Single Family - Detached,1154,1117,37,0.0320623916811092
137.02,2040,Mobile Home,130,129,1,0.00769230769230769
137.02,2040,Multifamily,539,517,22,0.0408163265306122
137.02,2040,Single Family - Detached,1156,1101,55,0.0475778546712803
137.02,2045,Mobile Home,130,129,1,0.00769230769230769
137.02,2045,Multifamily,539,517,22,0.0408163265306122
137.02,2045,Single Family - Detached,1156,1068,88,0.0761245674740484
137.02,2050,Mobile Home,130,127,3,0.0230769230769231
137.02,2050,Multifamily,539,510,29,0.0538033395176252
137.02,2050,Single Family - Detached,1156,1061,95,0.0821799307958477
138.01,2012,Mobile Home,0,0,0,
138.01,2012,Multifamily,349,340,9,0.0257879656160458
138.01,2012,Single Family - Detached,1374,1348,26,0.0189228529839884
138.01,2020,Mobile Home,0,0,0,
138.01,2020,Multifamily,363,348,15,0.0413223140495868
138.01,2020,Single Family - Detached,1431,1404,27,0.0188679245283019
138.01,2025,Mobile Home,0,0,0,
138.01,2025,Multifamily,363,349,14,0.0385674931129477
138.01,2025,Single Family - Detached,1440,1416,24,0.0166666666666667
138.01,2030,Mobile Home,0,0,0,
138.01,2030,Multifamily,363,349,14,0.0385674931129477
138.01,2030,Single Family - Detached,1440,1416,24,0.0166666666666667
138.01,2035,Mobile Home,0,0,0,
138.01,2035,Multifamily,365,350,15,0.0410958904109589
138.01,2035,Single Family - Detached,1438,1417,21,0.0146036161335188
138.01,2040,Mobile Home,0,0,0,
138.01,2040,Multifamily,365,346,19,0.0520547945205479
138.01,2040,Single Family - Detached,1438,1410,28,0.019471488178025
138.01,2045,Mobile Home,0,0,0,
138.01,2045,Multifamily,365,345,20,0.0547945205479452
138.01,2045,Single Family - Detached,1438,1395,43,0.0299026425591099
138.01,2050,Mobile Home,0,0,0,
138.01,2050,Multifamily,368,341,27,0.0733695652173913
138.01,2050,Single Family - Detached,1438,1393,45,0.0312934631432545
138.02,2012,Mobile Home,140,92,48,0.342857142857143
138.02,2012,Multifamily,62,53,9,0.145161290322581
138.02,2012,Single Family - Detached,803,762,41,0.0510585305105853
138.02,2020,Mobile Home,140,93,47,0.335714285714286
138.02,2020,Multifamily,34,21,13,0.382352941176471
138.02,2020,Single Family - Detached,802,789,13,0.0162094763092269
138.02,2025,Mobile Home,140,93,47,0.335714285714286
138.02,2025,Multifamily,26,14,12,0.461538461538462
138.02,2025,Single Family - Detached,780,770,10,0.0128205128205128
138.02,2030,Mobile Home,140,92,48,0.342857142857143
138.02,2030,Multifamily,26,14,12,0.461538461538462
138.02,2030,Single Family - Detached,780,769,11,0.0141025641025641
138.02,2035,Mobile Home,140,92,48,0.342857142857143
138.02,2035,Multifamily,26,13,13,0.5
138.02,2035,Single Family - Detached,780,770,10,0.0128205128205128
138.02,2040,Mobile Home,140,93,47,0.335714285714286
138.02,2040,Multifamily,26,11,15,0.576923076923077
138.02,2040,Single Family - Detached,780,768,12,0.0153846153846154
138.02,2045,Mobile Home,140,92,48,0.342857142857143
138.02,2045,Multifamily,26,10,16,0.615384615384615
138.02,2045,Single Family - Detached,780,759,21,0.0269230769230769
138.02,2050,Mobile Home,140,89,51,0.364285714285714
138.02,2050,Multifamily,26,9,17,0.653846153846154
138.02,2050,Single Family - Detached,780,758,22,0.0282051282051282
139.03,2012,Mobile Home,0,0,0,
139.03,2012,Multifamily,115,308,-193,-1.67826086956522
139.03,2012,Single Family - Detached,1172,970,202,0.172354948805461
139.03,2020,Mobile Home,0,0,0,
139.03,2020,Multifamily,115,290,-175,-1.52173913043478
139.03,2020,Single Family - Detached,1172,952,220,0.187713310580205
139.03,2025,Mobile Home,0,0,0,
139.03,2025,Multifamily,115,290,-175,-1.52173913043478
139.03,2025,Single Family - Detached,1172,954,218,0.186006825938567
139.03,2030,Mobile Home,0,0,0,
139.03,2030,Multifamily,115,290,-175,-1.52173913043478
139.03,2030,Single Family - Detached,1172,951,221,0.188566552901024
139.03,2035,Mobile Home,0,0,0,
139.03,2035,Multifamily,115,288,-173,-1.50434782608696
139.03,2035,Single Family - Detached,1172,953,219,0.186860068259386
139.03,2040,Mobile Home,0,0,0,
139.03,2040,Multifamily,115,285,-170,-1.47826086956522
139.03,2040,Single Family - Detached,1172,935,237,0.20221843003413
139.03,2045,Mobile Home,0,0,0,
139.03,2045,Multifamily,115,285,-170,-1.47826086956522
139.03,2045,Single Family - Detached,1192,1024,168,0.140939597315436
139.03,2050,Mobile Home,0,0,0,
139.03,2050,Multifamily,91,266,-175,-1.92307692307692
139.03,2050,Single Family - Detached,1198,1027,171,0.142737896494157
139.05,2012,Mobile Home,0,0,0,
139.05,2012,Multifamily,0,0,0,
139.05,2012,Single Family - Detached,1214,1152,62,0.0510708401976936
139.05,2020,Mobile Home,0,0,0,
139.05,2020,Multifamily,0,0,0,
139.05,2020,Single Family - Detached,1214,1130,84,0.0691927512355848
139.05,2025,Mobile Home,0,0,0,
139.05,2025,Multifamily,0,0,0,
139.05,2025,Single Family - Detached,1214,1133,81,0.0667215815485997
139.05,2030,Mobile Home,0,0,0,
139.05,2030,Multifamily,0,0,0,
139.05,2030,Single Family - Detached,1214,1130,84,0.0691927512355848
139.05,2035,Mobile Home,0,0,0,
139.05,2035,Multifamily,0,0,0,
139.05,2035,Single Family - Detached,1214,1130,84,0.0691927512355848
139.05,2040,Mobile Home,0,0,0,
139.05,2040,Multifamily,0,0,0,
139.05,2040,Single Family - Detached,1319,1207,112,0.0849128127369219
139.05,2045,Mobile Home,0,0,0,
139.05,2045,Multifamily,0,0,0,
139.05,2045,Single Family - Detached,1440,1308,132,0.0916666666666667
139.05,2050,Mobile Home,0,0,0,
139.05,2050,Multifamily,0,0,0,
139.05,2050,Single Family - Detached,1444,1309,135,0.0934903047091413
139.06,2012,Mobile Home,210,210,0,0
139.06,2012,Multifamily,255,247,8,0.0313725490196078
139.06,2012,Single Family - Detached,1151,1069,82,0.0712423979148566
139.06,2020,Mobile Home,210,210,0,0
139.06,2020,Multifamily,255,237,18,0.0705882352941176
139.06,2020,Single Family - Detached,1314,1218,96,0.0730593607305936
139.06,2025,Mobile Home,210,209,1,0.00476190476190476
139.06,2025,Multifamily,255,237,18,0.0705882352941176
139.06,2025,Single Family - Detached,1743,1707,36,0.0206540447504303
139.06,2030,Mobile Home,210,208,2,0.00952380952380952
139.06,2030,Multifamily,255,237,18,0.0705882352941176
139.06,2030,Single Family - Detached,1748,1710,38,0.0217391304347826
139.06,2035,Mobile Home,210,209,1,0.00476190476190476
139.06,2035,Multifamily,255,237,18,0.0705882352941176
139.06,2035,Single Family - Detached,1748,1710,38,0.0217391304347826
139.06,2040,Mobile Home,210,210,0,0
139.06,2040,Multifamily,255,236,19,0.0745098039215686
139.06,2040,Single Family - Detached,1756,1706,50,0.0284738041002278
139.06,2045,Mobile Home,210,209,1,0.00476190476190476
139.06,2045,Multifamily,255,236,19,0.0745098039215686
139.06,2045,Single Family - Detached,1756,1685,71,0.0404328018223235
139.06,2050,Mobile Home,210,204,6,0.0285714285714286
139.06,2050,Multifamily,255,231,24,0.0941176470588235
139.06,2050,Single Family - Detached,1756,1683,73,0.0415717539863326
139.07,2012,Mobile Home,102,102,0,0
139.07,2012,Multifamily,844,773,71,0.0841232227488152
139.07,2012,Single Family - Detached,392,390,2,0.00510204081632653
139.07,2020,Mobile Home,102,102,0,0
139.07,2020,Multifamily,846,753,93,0.109929078014184
139.07,2020,Single Family - Detached,392,374,18,0.0459183673469388
139.07,2025,Mobile Home,102,102,0,0
139.07,2025,Multifamily,846,753,93,0.109929078014184
139.07,2025,Single Family - Detached,429,425,4,0.00932400932400932
139.07,2030,Mobile Home,102,101,1,0.00980392156862745
139.07,2030,Multifamily,846,753,93,0.109929078014184
139.07,2030,Single Family - Detached,425,415,10,0.0235294117647059
139.07,2035,Mobile Home,102,101,1,0.00980392156862745
139.07,2035,Multifamily,834,745,89,0.106714628297362
139.07,2035,Single Family - Detached,423,414,9,0.0212765957446809
139.07,2040,Mobile Home,102,101,1,0.00980392156862745
139.07,2040,Multifamily,766,686,80,0.10443864229765
139.07,2040,Single Family - Detached,462,437,25,0.0541125541125541
139.07,2045,Mobile Home,102,100,2,0.0196078431372549
139.07,2045,Multifamily,766,686,80,0.10443864229765
139.07,2045,Single Family - Detached,612,563,49,0.0800653594771242
139.07,2050,Mobile Home,102,98,4,0.0392156862745098
139.07,2050,Multifamily,766,681,85,0.110966057441253
139.07,2050,Single Family - Detached,612,560,52,0.0849673202614379
139.08,2012,Mobile Home,0,0,0,
139.08,2012,Multifamily,437,425,12,0.0274599542334096
139.08,2012,Single Family - Detached,687,639,48,0.0698689956331878
139.08,2020,Mobile Home,0,0,0,
139.08,2020,Multifamily,437,413,24,0.0549199084668192
139.08,2020,Single Family - Detached,687,628,59,0.0858806404657933
139.08,2025,Mobile Home,0,0,0,
139.08,2025,Multifamily,437,413,24,0.0549199084668192
139.08,2025,Single Family - Detached,688,629,59,0.0857558139534884
139.08,2030,Mobile Home,0,0,0,
139.08,2030,Multifamily,437,413,24,0.0549199084668192
139.08,2030,Single Family - Detached,692,634,58,0.0838150289017341
139.08,2035,Mobile Home,0,0,0,
139.08,2035,Multifamily,437,413,24,0.0549199084668192
139.08,2035,Single Family - Detached,692,634,58,0.0838150289017341
139.08,2040,Mobile Home,0,0,0,
139.08,2040,Multifamily,437,412,25,0.05720823798627
139.08,2040,Single Family - Detached,692,623,69,0.0997109826589595
139.08,2045,Mobile Home,0,0,0,
139.08,2045,Multifamily,437,412,25,0.05720823798627
139.08,2045,Single Family - Detached,694,624,70,0.100864553314121
139.08,2050,Mobile Home,0,0,0,
139.08,2050,Multifamily,389,373,16,0.0411311053984576
139.08,2050,Single Family - Detached,692,623,69,0.0997109826589595
139.09,2012,Mobile Home,180,179,1,0.00555555555555556
139.09,2012,Multifamily,68,68,0,0
139.09,2012,Single Family - Detached,1028,982,46,0.0447470817120623
139.09,2020,Mobile Home,180,180,0,0
139.09,2020,Multifamily,68,56,12,0.176470588235294
139.09,2020,Single Family - Detached,1028,967,61,0.0593385214007782
139.09,2025,Mobile Home,180,180,0,0
139.09,2025,Multifamily,68,55,13,0.191176470588235
139.09,2025,Single Family - Detached,1028,967,61,0.0593385214007782
139.09,2030,Mobile Home,180,180,0,0
139.09,2030,Multifamily,68,55,13,0.191176470588235
139.09,2030,Single Family - Detached,1028,967,61,0.0593385214007782
139.09,2035,Mobile Home,180,180,0,0
139.09,2035,Multifamily,68,54,14,0.205882352941176
139.09,2035,Single Family - Detached,1028,967,61,0.0593385214007782
139.09,2040,Mobile Home,180,180,0,0
139.09,2040,Multifamily,68,51,17,0.25
139.09,2040,Single Family - Detached,1028,952,76,0.0739299610894942
139.09,2045,Mobile Home,180,180,0,0
139.09,2045,Multifamily,68,51,17,0.25
139.09,2045,Single Family - Detached,1028,930,98,0.0953307392996109
139.09,2050,Mobile Home,180,178,2,0.0111111111111111
139.09,2050,Multifamily,4,0,4,1
139.09,2050,Single Family - Detached,1028,927,101,0.0982490272373541
14,2012,Mobile Home,0,0,0,
14,2012,Multifamily,634,610,24,0.0378548895899054
14,2012,Single Family - Detached,1042,983,59,0.0566218809980806
14,2020,Mobile Home,0,0,0,
14,2020,Multifamily,634,593,41,0.0646687697160883
14,2020,Single Family - Detached,1045,976,69,0.0660287081339713
14,2025,Mobile Home,0,0,0,
14,2025,Multifamily,634,605,29,0.0457413249211356
14,2025,Single Family - Detached,1045,983,62,0.0593301435406699
14,2030,Mobile Home,0,0,0,
14,2030,Multifamily,634,589,45,0.0709779179810726
14,2030,Single Family - Detached,1045,980,65,0.062200956937799
14,2035,Mobile Home,0,0,0,
14,2035,Multifamily,634,582,52,0.082018927444795
14,2035,Single Family - Detached,1045,981,64,0.061244019138756
14,2040,Mobile Home,0,0,0,
14,2040,Multifamily,634,567,67,0.105678233438486
14,2040,Single Family - Detached,1045,979,66,0.0631578947368421
14,2045,Mobile Home,0,0,0,
14,2045,Multifamily,634,541,93,0.146687697160883
14,2045,Single Family - Detached,1045,976,69,0.0660287081339713
14,2050,Mobile Home,0,0,0,
14,2050,Multifamily,1205,1110,95,0.0788381742738589
14,2050,Single Family - Detached,999,933,66,0.0660660660660661
140.01,2012,Mobile Home,0,0,0,
140.01,2012,Multifamily,108,106,2,0.0185185185185185
140.01,2012,Single Family - Detached,1492,1446,46,0.0308310991957105
140.01,2020,Mobile Home,0,0,0,
140.01,2020,Multifamily,108,105,3,0.0277777777777778
140.01,2020,Single Family - Detached,1496,1450,46,0.0307486631016043
140.01,2025,Mobile Home,0,0,0,
140.01,2025,Multifamily,108,106,2,0.0185185185185185
140.01,2025,Single Family - Detached,1496,1458,38,0.0254010695187166
140.01,2030,Mobile Home,0,0,0,
140.01,2030,Multifamily,109,105,4,0.036697247706422
140.01,2030,Single Family - Detached,1496,1461,35,0.0233957219251337
140.01,2035,Mobile Home,0,0,0,
140.01,2035,Multifamily,111,106,5,0.045045045045045
140.01,2035,Single Family - Detached,1496,1464,32,0.0213903743315508
140.01,2040,Mobile Home,0,0,0,
140.01,2040,Multifamily,116,109,7,0.0603448275862069
140.01,2040,Single Family - Detached,1496,1464,32,0.0213903743315508
140.01,2045,Mobile Home,0,0,0,
140.01,2045,Multifamily,116,107,9,0.0775862068965517
140.01,2045,Single Family - Detached,1496,1457,39,0.0260695187165775
